#### POND Configuration ####
Total Grid Size:          18000x18000 = 324000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-staticworkload-contig/pond-sw-local-busy-24-250-18000x18000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00555556m * 0.00555556m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.013692 seconds
Distributing the actor graph took: 2.34859 seconds
Added actors in: 0.0417277 seconds.
Initialized connections of actors in: 0.01176 seconds.
Async Migration only
Rank-6: (1) 74 | (2) 1399 | (3)5.28949/100 | (4) 8 | (5) 141.583 | (6) 9.29982 | (7) 0.00011131 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 159.478 | (14) 94.3396/100| (15)0 | (16) 1
Rank-7: (1) 284 | (2) 1238 | (3)22.9402/100 | (4) 7 | (5) 136.591 | (6) 12.4727 | (7) 7.6878e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 159.478 | (14) 93.7107/100| (15)0 | (16) 1
Rank-8: (1) 314 | (2) 1200 | (3)26.1667/100 | (4) 7 | (5) 135.799 | (6) 13.1676 | (7) 0.000148012 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 159.478 | (14) 93.0818/100| (15)0 | (16) 1
Rank-9: (1) 18 | (2) 1432 | (3)1.25698/100 | (4) 8 | (5) 142.873 | (6) 8.31184 | (7) 0.000108803 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 159.478 | (14) 94.9686/100| (15)0 | (16) 1
Rank-10: (1) 142 | (2) 1342 | (3)10.5812/100 | (4) 7 | (5) 140.703 | (6) 9.93551 | (7) 0.000124744 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 159.478 | (14) 94.3396/100| (15)0 | (16) 1
Rank-11: (1) 55 | (2) 1410 | (3)3.90071/100 | (4) 8 | (5) 143.117 | (6) 8.42794 | (7) 7.2584e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 159.478 | (14) 94.9686/100| (15)0 | (16) 1
Rank-12: (1) 46 | (2) 1422 | (3)3.23488/100 | (4) 8 | (5) 143.162 | (6) 8.58838 | (7) 8.3478e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 159.478 | (14) 94.9686/100| (15)0 | (16) 1
Rank-13: (1) 144 | (2) 1348 | (3)10.6825/100 | (4) 8 | (5) 138.842 | (6) 10.6928 | (7) 8.7983e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 159.478 | (14) 93.7107/100| (15)0 | (16) 1
Rank-14: (1) 28 | (2) 1429 | (3)1.95941/100 | (4) 8 | (5) 143.107 | (6) 8.2746 | (7) 0.000156112 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 159.478 | (14) 94.9686/100| (15)0 | (16) 1
Rank-15: (1) 219 | (2) 1293 | (3)16.9374/100 | (4) 8 | (5) 138.137 | (6) 11.5855 | (7) 0.000124218 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 159.478 | (14) 93.7107/100| (15)0 | (16) 1
Rank-16: (1) 104 | (2) 1363 | (3)7.63023/100 | (4) 8 | (5) 140.988 | (6) 9.76249 | (7) 0.000197502 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 159.478 | (14) 94.3396/100| (15)0 | (16) 1
