#### POND Configuration ####
Total Grid Size:          18000x18000 = 324000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-staticworkload/pond-sw-static-24-250-18000x18000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00555556m * 0.00555556m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.013701 seconds
Distributing the actor graph took: 2.4173 seconds
Added actors in: 0.0421958 seconds.
Initialized connections of actors in: 0.0116294 seconds.
No Migration
Rank-1: (1) 0 | (2) 0 | (3)0/100 | (4) 8 | (5) 144.66 | (6) 7.06236 | (7) 0.000113749 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 157.705 | (14) 96.1783/100| (15)0 | (16) 1
Rank-2: (1) 0 | (2) 0 | (3)0/100 | (4) 8 | (5) 143.924 | (6) 7.43648 | (7) 0.000168923 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 157.705 | (14) 96.1783/100| (15)0 | (16) 1
Rank-3: (1) 0 | (2) 0 | (3)0/100 | (4) 8 | (5) 144.095 | (6) 7.10269 | (7) 9.7219e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 157.705 | (14) 96.1783/100| (15)0 | (16) 1
Rank-4: (1) 0 | (2) 0 | (3)0/100 | (4) 8 | (5) 145.629 | (6) 6.58025 | (7) 0.000182097 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 157.705 | (14) 96.8153/100| (15)0 | (16) 1
Rank-5: (1) 0 | (2) 0 | (3)0/100 | (4) 8 | (5) 143.603 | (6) 7.62137 | (7) 0.000127273 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 157.705 | (14) 96.1783/100| (15)0 | (16) 1
Rank-6: (1) 0 | (2) 0 | (3)0/100 | (4) 8 | (5) 156.335 | (6) 0.913964 | (7) 0.00014665 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 157.705 | (14) 100/100| (15)0 | (16) 1
Rank-7: (1) 0 | (2) 0 | (3)0/100 | (4) 8 | (5) 145.757 | (6) 6.47972 | (7) 0.000126546 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 157.705 | (14) 96.8153/100| (15)0 | (16) 1
Rank-8: (1) 0 | (2) 0 | (3)0/100 | (4) 8 | (5) 145.958 | (6) 6.44277 | (7) 9.686e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 157.705 | (14) 96.8153/100| (15)0 | (16) 1
Rank-9: (1) 0 | (2) 0 | (3)0/100 | (4) 7 | (5) 126.784 | (6) 16.1095 | (7) 0.000121628 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 157.705 | (14) 90.4459/100| (15)0 | (16) 1
Rank-10: (1) 0 | (2) 0 | (3)0/100 | (4) 8 | (5) 144.89 | (6) 6.98566 | (7) 0.000100231 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 157.705 | (14) 96.1783/100| (15)0 | (16) 1
Rank-11: (1) 0 | (2) 0 | (3)0/100 | (4) 8 | (5) 145.448 | (6) 6.64908 | (7) 9.7258e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 157.705 | (14) 96.8153/100| (15)0 | (16) 1
