#### POND Configuration ####
Total Grid Size:          18000x18000 = 324000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-staticworkload-contig/pond-sw-local-busy-4-250-18000x18000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00555556m * 0.00555556m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.00264646 seconds
Distributing the actor graph took: 2.13439 seconds
Added actors in: 0.11872 seconds.
Initialized connections of actors in: 0.0111491 seconds.
Async Migration only
Output number: 1, Rank-15: (1) 3 | (2) 35 | (3)8.57143/100 | (4) 47, 47 | (5) 175.022 | (6) 2.05877 | (7) 0.000144968 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 98.3333/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (53194, 53194) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1545.16 | (25) (33.2314, 61-66) | (26) 37930 | (27) -0.5466
Output number: 1, Rank-39: (1) 2 | (2) 30 | (3)6.66667/100 | (4) 44, 44 | (5) 173.586 | (6) 2.68076 | (7) 8.0094e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 97.7778/100 | (15) 0 | (17) (44, 44) | (18) X | (19) (52035, 52035) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 1462.11 | (25) (33.7714, 4-49) | (26) 1 | (27) 132.296
Output number: 1, Rank-83: (1) 0 | (2) 12 | (3)0/100 | (4) 46, 46 | (5) 169.984 | (6) 4.43839 | (7) 2.7512e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 96.6667/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (51935, 51935) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1497.09 | (25) (32.8859, 36-9) | (26) 1 | (27) 63.6565
Output number: 1, Rank-102: (1) 14 | (2) 63 | (3)22.2222/100 | (4) 46, 46 | (5) 171.796 | (6) 3.45349 | (7) 0.000112304 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 97.2222/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (52204, 52204) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1514.24 | (25) (35.1731, 42-23) | (26) 1 | (27) 65.0646
Output number: 1, Rank-11: (1) 0 | (2) 2 | (3)0/100 | (4) 46, 46 | (5) 172.556 | (6) 3.07632 | (7) 5.0558e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.003 | (14) 97.2222/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (51800, 51800) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1530.71 | (25) (33.8297, 35-57) | (26) 1 | (27) 65.802
Output number: 1, Rank-12: (1) 1 | (2) 4 | (3)25/100 | (4) 47, 47 | (5) 172.862 | (6) 2.89999 | (7) 0.000127247 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 97.2222/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (51937, 51937) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1563.97 | (25) (35.8921, 46-64) | (26) 1 | (27) 32.361
Output number: 1, Rank-13: (1) 3 | (2) 28 | (3)10.7143/100 | (4) 46, 46 | (5) 169.318 | (6) 4.47288 | (7) 9.056e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 96.1111/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (50884, 50884) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1529.5 | (25) (33.8777, 50-55) | (26) 1 | (27) 32.9487
Output number: 1, Rank-14: (1) 2 | (2) 9 | (3)22.2222/100 | (4) 47, 47 | (5) 174.146 | (6) 2.47593 | (7) 0.000131705 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.003 | (14) 97.7778/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (52924, 52924) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 1544.59 | (25) (33.6266, 65-66) | (26) 1 | (27) 131.857
Output number: 1, Rank-0: (1) 3 | (2) 20 | (3)15/100 | (4) 45, 45 | (5) 167.863 | (6) 5.17243 | (7) 0.000150098 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 96.1111/100 | (15) 0 | (17) (45, 45) | (18) X | (19) (50931, 50931) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1481.13 | (25) (33.8785, 48-50) | (26) 1 | (27) 63.3244
Output number: 1, Rank-16: (1) 19 | (2) 452 | (3)4.20354/100 | (4) 43, 43 | (5) 164.244 | (6) 6.96445 | (7) 5.8642e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 95/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (48977, 48977) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1427.69 | (25) (33.831, 58-64) | (26) 1 | (27) 32.3518
Output number: 1, Rank-17: (1) 8 | (2) 34 | (3)23.5294/100 | (4) 47, 47 | (5) 175.083 | (6) 1.94034 | (7) 8.527e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.003 | (14) 98.3333/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (52946, 52946) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1548.55 | (25) (33.4304, 61-61) | (26) 1 | (27) 65.1137
Output number: 1, Rank-18: (1) 3 | (2) 39 | (3)7.69231/100 | (4) 46, 46 | (5) 175.864 | (6) 1.68272 | (7) 0.000133163 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.003 | (14) 98.3333/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (52940, 52940) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1523.28 | (25) (33.8022, 57-57) | (26) 1 | (27) 65.5454
Output number: 1, Rank-19: (1) 0 | (2) 0 | (3)0/100 | (4) 46, 46 | (5) 176.004 | (6) 1.61765 | (7) 5.6351e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.003 | (14) 98.3333/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (53049, 53049) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1524.22 | (25) (34.4526, 68-54) | (26) 1 | (27) 32.6394
Output number: 1, Rank-21: (1) 0 | (2) 3 | (3)0/100 | (4) 46, 46 | (5) 173.284 | (6) 2.80612 | (7) 9.7426e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 97.7778/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (52579, 52579) | (20) 1 | (21) 0 | (22) 0 | (23) 8 | (24) 1513.98 | (25) (33.4169, 64-50) | (26) 1 | (27) 262.637
Output number: 1, Rank-23: (1) 0 | (2) 0 | (3)0/100 | (4) 45, 45 | (5) 170.443 | (6) 4.0293 | (7) 9.4311e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 96.6667/100 | (15) 0 | (17) (45, 45) | (18) X | (19) (51159, 51159) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1497.51 | (25) (33.8265, 60-46) | (26) 1 | (27) 99.5249
Output number: 1, Rank-24: (1) 0 | (2) 1 | (3)0/100 | (4) 47, 47 | (5) 177.19 | (6) 1.07787 | (7) 0.000109346 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.002 | (14) 98.8889/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (53084, 53084) | (20) 1 | (21) 0 | (22) 0 | (23) 18 | (24) 1563.43 | (25) (34.0739, 58-42) | (26) 1 | (27) 597.553
Output number: 1, Rank-25: (1) 0 | (2) 14 | (3)0/100 | (4) 46, 46 | (5) 171.721 | (6) 3.45167 | (7) 6.8109e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.003 | (14) 97.2222/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (52157, 52157) | (20) 1 | (21) 0 | (22) 0 | (23) 8 | (24) 1512.25 | (25) (33.2302, 49-45) | (26) 1 | (27) 262.283
Output number: 1, Rank-26: (1) 2 | (2) 92 | (3)2.17391/100 | (4) 46, 46 | (5) 169.67 | (6) 4.28169 | (7) 0.00013571 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.003 | (14) 96.1111/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (51516, 51516) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1513.8 | (25) (33.7369, 60-54) | (26) 1 | (27) 32.6768
Output number: 1, Rank-1: (1) 1 | (2) 14 | (3)7.14286/100 | (4) 46, 46 | (5) 168.374 | (6) 4.90303 | (7) 7.4993e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 96.1111/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (51078, 51078) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 1514.04 | (25) (33.6214, 35-53) | (26) 1 | (27) 163.625
Output number: 1, Rank-3: (1) 1 | (2) 6 | (3)16.6667/100 | (4) 47, 47 | (5) 172.97 | (6) 2.7394 | (7) 7.343e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.002 | (14) 97.2222/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (52515, 52515) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1543.86 | (25) (33.3642, 42-40) | (26) 1 | (27) 65.148
Output number: 1, Rank-5: (1) 0 | (2) 61 | (3)0/100 | (4) 46, 46 | (5) 171.057 | (6) 3.70164 | (7) 6.1134e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.002 | (14) 96.6667/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (51891, 51891) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 1514.55 | (25) (33.5011, 35-36) | (26) 1 | (27) 130.771
Output number: 1, Rank-6: (1) 7 | (2) 52 | (3)13.4615/100 | (4) 48, 48 | (5) 175.368 | (6) 1.69259 | (7) 0.000115321 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.002 | (14) 98.3333/100 | (15) 0 | (17) (48, 48) | (18) X | (19) (53300, 53300) | (20) 1 | (21) 0 | (22) 0 | (23) 8 | (24) 1575.26 | (25) (34.2819, 45-39) | (26) 1 | (27) 262.973
Output number: 1, Rank-7: (1) 10 | (2) 31 | (3)32.2581/100 | (4) 47, 47 | (5) 174.354 | (6) 2.42553 | (7) 7.8637e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.002 | (14) 97.7778/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (53001, 53001) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1544.59 | (25) (33.2088, 50-70) | (26) 1 | (27) 65.4512
Output number: 1, Rank-8: (1) 1 | (2) 9 | (3)11.1111/100 | (4) 46, 46 | (5) 170.153 | (6) 4.25499 | (7) 0.000141112 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.002 | (14) 96.6667/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (51303, 51303) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1521.93 | (25) (33.3782, 44-68) | (26) 1 | (27) 32.5024
Output number: 1, Rank-48: (1) 2 | (2) 10 | (3)20/100 | (4) 47, 47 | (5) 172.42 | (6) 2.83022 | (7) 7.0632e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 97.2222/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (52408, 52408) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1545.24 | (25) (33.5436, 15-66) | (26) 1 | (27) 97.817
Output number: 1, Rank-61: (1) 4 | (2) 28 | (3)14.2857/100 | (4) 47, 47 | (5) 174.676 | (6) 2.22768 | (7) 9.788e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 97.7778/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (52862, 52862) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1551.2 | (25) (33.8444, 45-17) | (26) 1 | (27) 64.6913
Output number: 1, Rank-106: (1) 5 | (2) 24 | (3)20.8333/100 | (4) 46, 46 | (5) 172.233 | (6) 3.20935 | (7) 4.9034e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 97.2222/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (52360, 52360) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1510.15 | (25) (33.2834, 16-30) | (26) 1804 | (27) -1.47002
Output number: 1, Rank-2: (1) 0 | (2) 7 | (3)0/100 | (4) 46, 46 | (5) 169.623 | (6) 4.52392 | (7) 0.000104682 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.004 | (14) 96.6667/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (51553, 51553) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1530.23 | (25) (49.1474, 35-49) | (26) 1 | (27) 98.0621
Output number: 1, Rank-41: (1) 1 | (2) 19 | (3)5.26316/100 | (4) 47, 47 | (5) 173.709 | (6) 2.43507 | (7) 0.000125219 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 97.7778/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (52221, 52221) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1562.67 | (25) (34.917, 9-48) | (26) 1 | (27) 33.1178
Output number: 1, Rank-67: (1) 0 | (2) 24 | (3)0/100 | (4) 46, 46 | (5) 171.473 | (6) 3.56341 | (7) 6.6715e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 97.2222/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (52234, 52234) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1506.99 | (25) (33.2807, 61-27) | (26) 1 | (27) 97.8334
Output number: 1, Rank-88: (1) 3 | (2) 61 | (3)4.91803/100 | (4) 48, 48 | (5) 172.472 | (6) 2.95217 | (7) 4.061e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 97.2222/100 | (15) 0 | (17) (48, 48) | (18) X | (19) (52306, 52306) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1584.47 | (25) (33.4939, 5-4) | (26) 1 | (27) 32.1989
Output number: 1, Rank-34: (1) 10 | (2) 47 | (3)21.2766/100 | (4) 46, 46 | (5) 172.821 | (6) 2.88498 | (7) 0.00011131 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 97.2222/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (52241, 52241) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1511.85 | (25) (33.5522, 14-39) | (26) 1 | (27) -0.62827
Output number: 1, Rank-81: (1) 1 | (2) 16 | (3)6.25/100 | (4) 47, 47 | (5) 176.125 | (6) 1.54182 | (7) 0.000128025 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 98.3333/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (53273, 53273) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1551.35 | (25) (33.6763, 50-9) | (26) 1 | (27) 97.721
Output number: 1, Rank-90: (1) 4 | (2) 26 | (3)15.3846/100 | (4) 48, 48 | (5) 173.569 | (6) 2.37258 | (7) 2.4554e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 97.2222/100 | (15) 0 | (17) (48, 48) | (18) X | (19) (52753, 52753) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1578.63 | (25) (34.4674, 14-4) | (26) 1 | (27) 97.6048
Output number: 1, Rank-47: (1) 0 | (2) 9 | (3)0/100 | (4) 46, 46 | (5) 169.978 | (6) 4.15535 | (7) 0.000118098 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 96.6667/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (51541, 51541) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1513.97 | (25) (33.2443, 15-67) | (26) 1 | (27) 33.0006
Output number: 1, Rank-57: (1) 0 | (2) 8 | (3)0/100 | (4) 47, 47 | (5) 178.886 | (6) 0.299246 | (7) 0.000109966 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 99.4444/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (53723, 53723) | (20) 1 | (21) 0 | (22) 0 | (23) 9 | (24) 1562.46 | (25) (33.7146, 65-27) | (26) 1 | (27) 298.547
Output number: 1, Rank-97: (1) 1 | (2) 12 | (3)8.33333/100 | (4) 46, 46 | (5) 168.116 | (6) 5.09955 | (7) 1.722e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 96.1111/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (50955, 50955) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1516.03 | (25) (33.6297, 30-13) | (26) 1 | (27) 65.6601
Output number: 1, Rank-29: (1) 5 | (2) 33 | (3)15.1515/100 | (4) 48, 48 | (5) 171.364 | (6) 3.61762 | (7) 5.6245e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 96.6667/100 | (15) 0 | (17) (48, 48) | (18) X | (19) (52055, 52055) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1577.56 | (25) (33.7186, 31-46) | (26) 1 | (27) 65.0529
Output number: 1, Rank-66: (1) 0 | (2) 0 | (3)0/100 | (4) 47, 47 | (5) 176.681 | (6) 1.17313 | (7) 8.6897e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 98.3333/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (53539, 53539) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 1546.73 | (25) (33.7054, 66-30) | (26) 1 | (27) 163.856
Output number: 1, Rank-98: (1) 5 | (2) 36 | (3)13.8889/100 | (4) 46, 46 | (5) 175.649 | (6) 1.76436 | (7) 7.8981e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 98.3333/100 | (15) 0 | (17) (46, 46) | (18) X | (19) (52898, 52898) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1524.52 | (25) (33.7926, 33-34) | (26) 1 | (27) 98.7416
Output number: 1, Rank-31: (1) 3 | (2) 42 | (3)7.14286/100 | (4) 47, 47 | (5) 172.731 | (6) 2.95406 | (7) 7.3682e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 97.2222/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (52404, 52404) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1546.93 | (25) (33.3076, 28-40) | (26) 1 | (27) 98.3785
Output number: 1, Rank-56: (1) 5 | (2) 14 | (3)35.7143/100 | (4) 47, 47 | (5) 178.245 | (6) 0.546819 | (7) 3.5377e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 98.8889/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (53621, 53621) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1559.81 | (25) (33.7784, 59-20) | (26) 1 | (27) 65.2228
Output number: 1, Rank-100: (1) 22 | (2) 659 | (3)3.33839/100 | (4) 44, 44 | (5) 167.459 | (6) 5.52482 | (7) 0.000101224 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 95.5556/100 | (15) 0 | (17) (44, 44) | (18) X | (19) (50371, 50371) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1448.35 | (25) (33.5493, 35-28) | (26) 1 | (27) 64.9018
Output number: 1, Rank-32: (1) 15 | (2) 550 | (3)2.72727/100 | (4) 41, 41 | (5) 163.954 | (6) 6.96134 | (7) 7.5091e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 94.4444/100 | (15) 0 | (17) (41, 41) | (18) X | (19) (49355, 49355) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1349.93 | (25) (33.3303, 24-43) | (26) 1 | (27) 32.2992
Output number: 1, Rank-71: (1) 0 | (2) 6 | (3)0/100 | (4) 45, 45 | (5) 168.627 | (6) 4.83705 | (7) 2.9783e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180.001 | (14) 96.1111/100 | (15) 0 | (17) (45, 45) | (18) X | (19) (51002, 51002) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1480.47 | (25) (33.5674, 60-3) | (26) 1 | (27) 64.1758
